index,plan_name,graph2plan_id,source,source_index
1847,plan_01847,1911,train,8328
1848,plan_01848,1912,train,7947
1849,plan_01849,1913,train,10055
1850,plan_01850,1915,train,5605
1851,plan_01851,1916,train,4884
1852,plan_01852,1917,train,8452
1853,plan_01853,1918,train,12247
1854,plan_01854,1919,train,5544
1855,plan_01855,1920,train,9903
1856,plan_01856,1921,train,7318
1857,plan_01857,1922,train,6623
1858,plan_01858,1923,train,13790
1859,plan_01859,1924,train,13842
1860,plan_01860,1925,train,8368
1861,plan_01861,1926,train,4994
1862,plan_01862,1927,train,11397
1863,plan_01863,1928,train,820
1864,plan_01864,1929,train,14316
1865,plan_01865,1930,train,12935
1866,plan_01866,1931,train,11843
1867,plan_01867,1932,train,3912
1868,plan_01868,1933,train,13404
1869,plan_01869,1934,train,4261
1870,plan_01870,1935,train,13045
1871,plan_01871,1936,train,10462
1872,plan_01872,1937,train,3654
1873,plan_01873,1938,train,2055
1874,plan_01874,1939,test,466
1875,plan_01875,1940,train,9150
1876,plan_01876,1941,train,7001
1877,plan_01877,1942,train,12168
1878,plan_01878,1943,train,8329
1879,plan_01879,1944,train,5789
1880,plan_01880,1945,test,2318
1881,plan_01881,1946,train,5099
1882,plan_01882,1947,train,275
1883,plan_01883,1948,train,5362
1884,plan_01884,1949,train,5901
1885,plan_01885,1950,train,5997
1886,plan_01886,1951,train,3058
1887,plan_01887,1952,train,4294
1888,plan_01888,1953,train,2032
1889,plan_01889,1954,test,49
1890,plan_01890,1955,test,962
1891,plan_01891,1956,train,14338
1892,plan_01892,1957,train,2084
1893,plan_01893,1958,train,8992
1894,plan_01894,1959,train,9311
1895,plan_01895,1960,train,1974
1896,plan_01896,1961,test,524
1897,plan_01897,1962,train,10850
1898,plan_01898,1963,train,11551
1899,plan_01899,1964,train,11575
1900,plan_01900,1965,train,2829
1901,plan_01901,1966,train,13966
1902,plan_01902,1967,test,1601
1903,plan_01903,1968,train,3790
1904,plan_01904,1969,train,3908
1905,plan_01905,1970,train,354
1906,plan_01906,1971,test,1224
1907,plan_01907,1972,train,9177
1908,plan_01908,1973,train,10884
1909,plan_01909,1974,train,8207
1910,plan_01910,1975,train,10265
1911,plan_01911,1976,train,2220
1912,plan_01912,1977,train,12442
1913,plan_01913,1978,train,9430
1914,plan_01914,1984,train,5410
1915,plan_01915,1985,train,8475
1916,plan_01916,1986,train,1815
1917,plan_01917,1988,train,11562
1918,plan_01918,1989,train,3386
1919,plan_01919,1990,train,8834
1920,plan_01920,1991,train,7812
1921,plan_01921,1992,train,7801
1922,plan_01922,1993,train,10741
1923,plan_01923,1994,train,6867
1924,plan_01924,1995,train,12139
1925,plan_01925,1996,train,8066
1926,plan_01926,1997,train,9603
1927,plan_01927,1998,train,905
1928,plan_01928,1999,train,8692
1929,plan_01929,2000,train,3580
1930,plan_01930,2001,train,2070
1931,plan_01931,2002,train,12684
1932,plan_01932,2003,train,2137
1933,plan_01933,2004,train,5720
1934,plan_01934,2005,train,7821
1935,plan_01935,2006,train,13878
1936,plan_01936,2007,train,13374
1937,plan_01937,2008,train,11878
1938,plan_01938,2009,train,11534
1939,plan_01939,2010,train,5269
1940,plan_01940,2011,train,11043
1941,plan_01941,2012,train,5206
1942,plan_01942,2013,train,2332
1943,plan_01943,2014,test,1566
1944,plan_01944,2015,train,12122
1945,plan_01945,2016,train,6977
1946,plan_01946,2017,train,5613
1947,plan_01947,2018,train,8873
1948,plan_01948,2019,test,1091
1949,plan_01949,2020,train,7580
1950,plan_01950,2021,train,6724
1951,plan_01951,2022,train,9857
1952,plan_01952,2023,train,3331
1953,plan_01953,2024,train,12681
1954,plan_01954,2025,test,2113
1955,plan_01955,2026,train,50
1956,plan_01956,2027,train,6321
1957,plan_01957,2028,train,4019
1958,plan_01958,2029,train,2079
1959,plan_01959,2030,test,2298
1960,plan_01960,2031,test,536
1961,plan_01961,2032,test,1858
1962,plan_01962,2033,train,2066
1963,plan_01963,2034,train,2657
1964,plan_01964,2035,train,7978
1965,plan_01965,2036,train,7570
1966,plan_01966,2037,train,1602
1967,plan_01967,2038,train,3284
1968,plan_01968,2039,train,4259
1969,plan_01969,2040,train,11498
1970,plan_01970,2041,train,8019
1971,plan_01971,2043,train,12423
1972,plan_01972,2044,train,4649
1973,plan_01973,2045,train,11778
1974,plan_01974,2046,train,9387
1975,plan_01975,2047,train,10836
1976,plan_01976,2048,train,2848
1977,plan_01977,2049,test,1556
1978,plan_01978,2050,train,5294
1979,plan_01979,2051,train,7847
1980,plan_01980,2052,train,1973
1981,plan_01981,2053,test,2419
1982,plan_01982,2054,train,1606
1983,plan_01983,2055,train,14295
1984,plan_01984,2056,train,10161
1985,plan_01985,2057,train,3632
1986,plan_01986,2058,train,3318
1987,plan_01987,2059,train,2373
1988,plan_01988,2060,train,9357
1989,plan_01989,2061,train,933
1990,plan_01990,2062,train,877
1991,plan_01991,2063,train,3495
1992,plan_01992,2064,train,345
1993,plan_01993,2065,train,3946
1994,plan_01994,2066,train,8042
1995,plan_01995,2067,train,5810
1996,plan_01996,2068,train,7374
1997,plan_01997,2069,train,9841
1998,plan_01998,2070,train,7127
1999,plan_01999,2071,train,2267
2000,plan_02000,2072,train,13922
2001,plan_02001,2073,test,1209
2002,plan_02002,2074,train,1759
2003,plan_02003,2075,train,2307
2004,plan_02004,2076,train,5189
2005,plan_02005,2077,train,1745
2006,plan_02006,2078,train,12285
2007,plan_02007,2079,train,9781
2008,plan_02008,2080,test,1003
2009,plan_02009,2081,train,2958
2010,plan_02010,2082,train,13918
2011,plan_02011,2083,train,9993
2012,plan_02012,2084,train,11757
2013,plan_02013,2085,train,13296
2014,plan_02014,2086,train,9876
2015,plan_02015,2087,train,3833
2016,plan_02016,2088,train,3839
2017,plan_02017,2089,train,9704
2018,plan_02018,2090,train,3560
2019,plan_02019,2091,train,13163
2020,plan_02020,2093,train,10541
2021,plan_02021,2094,train,117
2022,plan_02022,2095,train,14240
2023,plan_02023,2096,train,3774
2024,plan_02024,2097,train,14291
2025,plan_02025,2098,train,13960
2026,plan_02026,2099,train,6219
2027,plan_02027,2100,train,3269
2028,plan_02028,2101,train,131
2029,plan_02029,2102,train,612
2030,plan_02030,2103,train,4718
2031,plan_02031,2104,test,2237
2032,plan_02032,2105,train,3548
2033,plan_02033,2106,train,3087
2034,plan_02034,2107,train,2561
2035,plan_02035,2108,train,7703
2036,plan_02036,2109,test,2110
2037,plan_02037,2110,train,7975
2038,plan_02038,2111,train,9259
2039,plan_02039,2112,test,2009
2040,plan_02040,2113,train,1629
2041,plan_02041,2114,train,12657
2042,plan_02042,2115,train,11657
2043,plan_02043,2116,train,7964
2044,plan_02044,2117,train,6348
2045,plan_02045,2118,train,13382
2046,plan_02046,2119,test,1866
2047,plan_02047,2120,train,9725
2048,plan_02048,2121,train,8318
2049,plan_02049,2122,train,5536
2050,plan_02050,2123,train,6017
2051,plan_02051,2124,train,4390
2052,plan_02052,2125,train,4028
2053,plan_02053,2126,train,12188
2054,plan_02054,2127,train,10062
2055,plan_02055,2128,train,7016
2056,plan_02056,2129,train,4996
2057,plan_02057,2130,train,6065
2058,plan_02058,2131,train,12172
2059,plan_02059,2132,train,7371
2060,plan_02060,2133,train,5186
2061,plan_02061,2134,train,2580
2062,plan_02062,2135,test,2367
2063,plan_02063,2136,train,4587
2064,plan_02064,2137,test,1627
2065,plan_02065,2138,train,12274
2066,plan_02066,2139,test,2438
2067,plan_02067,2140,train,6246
2068,plan_02068,2141,train,4828
2069,plan_02069,2142,train,6744
2070,plan_02070,2143,train,1662
2071,plan_02071,2144,test,1782
2072,plan_02072,2145,train,14417
2073,plan_02073,2146,test,1644
2074,plan_02074,2147,train,6836
2075,plan_02075,2148,train,413
2076,plan_02076,2149,train,10372
2077,plan_02077,2150,train,9852
2078,plan_02078,2151,train,2736
2079,plan_02079,2152,train,4001
2080,plan_02080,2153,train,6417
2081,plan_02081,2154,train,3019
2082,plan_02082,2155,train,12986
2083,plan_02083,2156,train,9831
2084,plan_02084,2157,train,4302
2085,plan_02085,2158,train,2791
2086,plan_02086,2159,train,2589
2087,plan_02087,2160,test,1824
2088,plan_02088,2161,test,1341
2089,plan_02089,2162,test,925
2090,plan_02090,2163,train,9887
2091,plan_02091,2164,train,4285
2092,plan_02092,2165,test,1335
2093,plan_02093,2166,train,7647
2094,plan_02094,2167,train,2413
2095,plan_02095,2168,train,1716
2096,plan_02096,2169,train,4572
2097,plan_02097,2170,train,5064
2098,plan_02098,2171,train,5761
2099,plan_02099,2174,train,9025
2100,plan_02100,2175,train,3071
2101,plan_02101,2176,test,60
2102,plan_02102,2177,train,10753
2103,plan_02103,2178,train,8626
2104,plan_02104,2181,train,5237
2105,plan_02105,2182,train,10391
2106,plan_02106,2183,train,2198
2107,plan_02107,2184,train,8981
2108,plan_02108,2185,train,5679
2109,plan_02109,2186,test,1008
2110,plan_02110,2187,train,14230
2111,plan_02111,2188,train,12703
2112,plan_02112,2189,test,1736
2113,plan_02113,2190,train,8698
2114,plan_02114,2191,test,1096
2115,plan_02115,2192,train,12713
2116,plan_02116,2193,train,11493
2117,plan_02117,2194,train,2193
2118,plan_02118,2195,test,56
2119,plan_02119,2196,train,4952
2120,plan_02120,2197,train,2825
2121,plan_02121,2198,train,2759
2122,plan_02122,2199,train,8678
2123,plan_02123,2200,train,8023
2124,plan_02124,2201,train,31
2125,plan_02125,2202,train,1508
2126,plan_02126,2203,train,14211
2127,plan_02127,2204,train,6151
2128,plan_02128,2205,test,476
2129,plan_02129,2206,train,3148
2130,plan_02130,2207,train,5688
2131,plan_02131,2208,train,10390
2132,plan_02132,2210,train,8627
2133,plan_02133,2211,train,1496
2134,plan_02134,2212,train,13420
2135,plan_02135,2213,train,2900
2136,plan_02136,2214,train,13558
2137,plan_02137,2215,train,9298
2138,plan_02138,2216,train,6515
2139,plan_02139,2217,train,10702
2140,plan_02140,2218,train,13607
2141,plan_02141,2219,train,8378
2142,plan_02142,2220,train,2826
2143,plan_02143,2221,test,357
2144,plan_02144,2222,train,11369
2145,plan_02145,2223,test,1734
2146,plan_02146,2224,train,7498
2147,plan_02147,2225,train,1073
2148,plan_02148,2228,test,338
2149,plan_02149,2229,train,1837
2150,plan_02150,2230,train,749
2151,plan_02151,2231,train,1074
2152,plan_02152,2232,test,1210
2153,plan_02153,2233,train,11963
2154,plan_02154,2234,train,10821
2155,plan_02155,2235,train,4702
2156,plan_02156,2236,train,10282
2157,plan_02157,2237,test,798
2158,plan_02158,2238,train,8779
2159,plan_02159,2239,train,11547
2160,plan_02160,2240,train,4960
2161,plan_02161,2241,train,12667
2162,plan_02162,2242,train,12359
2163,plan_02163,2243,train,6598
2164,plan_02164,2244,train,3462
2165,plan_02165,2245,train,4887
2166,plan_02166,2246,test,1527
2167,plan_02167,2247,train,12552
2168,plan_02168,2248,train,9082
2169,plan_02169,2249,train,4801
2170,plan_02170,2250,train,10812
2171,plan_02171,2251,train,10464
2172,plan_02172,2252,test,2487
2173,plan_02173,2253,test,1050
2174,plan_02174,2254,train,3342
2175,plan_02175,2255,test,152
2176,plan_02176,2256,train,1952
2177,plan_02177,2257,train,5980
2178,plan_02178,2258,train,106
2179,plan_02179,2259,train,13519
2180,plan_02180,2260,train,14140
2181,plan_02181,2261,train,13698
2182,plan_02182,2262,train,4346
2183,plan_02183,2263,train,4080
2184,plan_02184,2264,train,6834
2185,plan_02185,2265,test,1299
2186,plan_02186,2266,train,3437
2187,plan_02187,2267,train,4986
2188,plan_02188,2268,train,3220
2189,plan_02189,2269,train,14208
2190,plan_02190,2270,train,4085
2191,plan_02191,2271,train,8009
2192,plan_02192,2272,train,322
2193,plan_02193,2273,test,648
2194,plan_02194,2274,train,9329
2195,plan_02195,2275,train,10461
2196,plan_02196,2276,train,13221
2197,plan_02197,2277,train,5663
2198,plan_02198,2278,train,13647
2199,plan_02199,2279,test,1757
2200,plan_02200,2280,train,2236
2201,plan_02201,2281,train,10511
2202,plan_02202,2282,train,12033
2203,plan_02203,2283,train,13970
2204,plan_02204,2284,train,3395
2205,plan_02205,2285,train,10733
2206,plan_02206,2286,train,12267
2207,plan_02207,2287,train,4594
2208,plan_02208,2288,train,5816
2209,plan_02209,2289,train,6884
2210,plan_02210,2290,train,7617
2211,plan_02211,2291,train,536
2212,plan_02212,2292,train,12515
2213,plan_02213,2293,train,2037
2214,plan_02214,2294,train,3945
2215,plan_02215,2295,train,5337
2216,plan_02216,2296,train,13683
2217,plan_02217,2299,test,988
2218,plan_02218,2300,train,10376
2219,plan_02219,2301,train,5872
2220,plan_02220,2302,train,2697
2221,plan_02221,2303,train,4461
2222,plan_02222,2305,train,5552
2223,plan_02223,2306,train,14412
2224,plan_02224,2307,train,9189
2225,plan_02225,2308,train,9794
2226,plan_02226,2309,train,6873
2227,plan_02227,2310,train,11803
2228,plan_02228,2311,train,553
2229,plan_02229,2312,train,4419
2230,plan_02230,2313,train,10641
2231,plan_02231,2314,train,2295
2232,plan_02232,2315,train,9863
2233,plan_02233,2316,train,11616
2234,plan_02234,2317,train,6938
2235,plan_02235,2318,test,1551
2236,plan_02236,2319,train,12646
2237,plan_02237,2320,train,11951
2238,plan_02238,2321,train,4058
2239,plan_02239,2322,train,3772
2240,plan_02240,2323,test,2321
2241,plan_02241,2324,train,1399
2242,plan_02242,2325,test,1935
2243,plan_02243,2326,train,14202
2244,plan_02244,2327,train,13586
2245,plan_02245,2328,train,7141
2246,plan_02246,2329,train,4256
2247,plan_02247,2330,train,12493
2248,plan_02248,2331,train,6042
2249,plan_02249,2332,train,10939
2250,plan_02250,2333,train,7431
2251,plan_02251,2334,train,3727
2252,plan_02252,2335,train,9553
2253,plan_02253,2336,train,6511
2254,plan_02254,2337,train,8535
2255,plan_02255,2338,train,12901
2256,plan_02256,2339,train,11422
2257,plan_02257,2340,train,5209
2258,plan_02258,2341,train,1332
2259,plan_02259,2342,train,7106
2260,plan_02260,2343,train,8266
2261,plan_02261,2344,train,8482
2262,plan_02262,2345,train,6775
2263,plan_02263,2346,train,11355
2264,plan_02264,2347,test,388
2265,plan_02265,2348,train,7912
2266,plan_02266,2349,train,1199
2267,plan_02267,2350,train,3443
2268,plan_02268,2351,train,9520
2269,plan_02269,2352,test,1626
2270,plan_02270,2353,train,12144
2271,plan_02271,2354,train,6605
2272,plan_02272,2355,train,9742
2273,plan_02273,2356,test,1484
2274,plan_02274,2357,train,4883
2275,plan_02275,2358,train,13726
2276,plan_02276,2359,train,6286
2277,plan_02277,2360,train,12094
2278,plan_02278,2361,train,4946
2279,plan_02279,2362,train,856
2280,plan_02280,2363,test,1826
2281,plan_02281,2364,train,12158
2282,plan_02282,2365,train,1077
2283,plan_02283,2366,train,8130
2284,plan_02284,2367,train,14097
2285,plan_02285,2368,train,13408
2286,plan_02286,2369,train,1275
2287,plan_02287,2370,test,219
2288,plan_02288,2371,train,559
2289,plan_02289,2372,test,270
2290,plan_02290,2373,train,6719
2291,plan_02291,2374,train,11455
2292,plan_02292,2375,train,5392
2293,plan_02293,2376,test,1841
2294,plan_02294,2377,train,6013
2295,plan_02295,2378,train,2022
2296,plan_02296,2379,train,7101
2297,plan_02297,2380,test,2435
2298,plan_02298,2381,train,942
2299,plan_02299,2382,train,7943
2300,plan_02300,2383,train,7129
2301,plan_02301,2384,test,222
2302,plan_02302,2385,train,6652
2303,plan_02303,2386,test,377
2304,plan_02304,2387,test,503
2305,plan_02305,2388,train,4492
2306,plan_02306,2389,train,7779
2307,plan_02307,2390,test,1934
2308,plan_02308,2391,train,2503
2309,plan_02309,2392,train,2839
2310,plan_02310,2393,train,9880
2311,plan_02311,2394,train,6038
2312,plan_02312,2395,test,1351
2313,plan_02313,2396,train,13321
2314,plan_02314,2397,train,3352
2315,plan_02315,2398,train,7742
2316,plan_02316,2399,test,1854
2317,plan_02317,2400,train,1877
2318,plan_02318,2401,train,1664
2319,plan_02319,2402,train,11407
2320,plan_02320,2403,test,1694
2321,plan_02321,2404,train,1181
2322,plan_02322,2405,train,10303
2323,plan_02323,2406,train,7115
2324,plan_02324,2407,train,9864
2325,plan_02325,2408,train,13659
2326,plan_02326,2409,test,521
2327,plan_02327,2410,train,1279
2328,plan_02328,2411,train,3741
2329,plan_02329,2412,train,12344
2330,plan_02330,2413,train,4763
2331,plan_02331,2414,train,1995
2332,plan_02332,2415,train,37
2333,plan_02333,2416,train,6291
2334,plan_02334,2417,train,937
2335,plan_02335,2418,train,11213
2336,plan_02336,2419,train,3921
2337,plan_02337,2420,train,13297
2338,plan_02338,2421,train,2692
2339,plan_02339,2422,train,13343
2340,plan_02340,2423,train,2769
2341,plan_02341,2424,train,3568
2342,plan_02342,2425,train,3497
2343,plan_02343,2426,train,2504
2344,plan_02344,2427,train,8800
2345,plan_02345,2428,train,9560
2346,plan_02346,2429,train,13128
2347,plan_02347,2430,train,5777
2348,plan_02348,2431,train,11855
2349,plan_02349,2432,train,1302
2350,plan_02350,2433,train,1913
2351,plan_02351,2434,train,14099
2352,plan_02352,2435,train,13899
2353,plan_02353,2436,train,2905
2354,plan_02354,2437,train,6258
2355,plan_02355,2438,train,12396
2356,plan_02356,2439,train,9374
2357,plan_02357,2440,train,6147
2358,plan_02358,2441,train,2861
2359,plan_02359,2442,train,10331
2360,plan_02360,2443,train,11428
2361,plan_02361,2444,train,3635
2362,plan_02362,2446,train,9418
2363,plan_02363,2447,train,7386
2364,plan_02364,2448,train,4982
2365,plan_02365,2449,test,1046
2366,plan_02366,2450,train,12457
2367,plan_02367,2451,train,13801
2368,plan_02368,2452,train,2879
2369,plan_02369,2453,train,11389
2370,plan_02370,2454,test,23
2371,plan_02371,2455,train,14132
2372,plan_02372,2456,test,1587
2373,plan_02373,2457,train,6782
2374,plan_02374,2458,train,13687
2375,plan_02375,2459,train,1984
2376,plan_02376,2460,train,5746
2377,plan_02377,2461,train,11650
2378,plan_02378,2462,train,3135
2379,plan_02379,2463,train,13947
2380,plan_02380,2464,train,14402
2381,plan_02381,2465,train,10179
2382,plan_02382,2466,train,2490
2383,plan_02383,2467,train,1013
2384,plan_02384,2468,train,5892
2385,plan_02385,2469,train,5355
2386,plan_02386,2470,test,353
2387,plan_02387,2471,train,5609
2388,plan_02388,2472,train,4512
2389,plan_02389,2473,train,1690
2390,plan_02390,2474,train,10221
2391,plan_02391,2475,train,6263
2392,plan_02392,2476,train,12490
2393,plan_02393,2477,test,2275
2394,plan_02394,2478,train,9347
2395,plan_02395,2479,test,2297
2396,plan_02396,2480,train,2044
2397,plan_02397,2481,train,11531
2398,plan_02398,2482,train,6915
2399,plan_02399,2483,train,7453
2400,plan_02400,2484,train,8275
2401,plan_02401,2485,train,1878
2402,plan_02402,2486,train,1322
2403,plan_02403,2487,train,1068
2404,plan_02404,2488,train,10574
2405,plan_02405,2489,train,8088
2406,plan_02406,2490,test,288
2407,plan_02407,2491,train,7716
2408,plan_02408,2492,train,13267
2409,plan_02409,2493,train,14061
2410,plan_02410,2494,train,3112
2411,plan_02411,2495,train,6803
2412,plan_02412,2496,train,12566
2413,plan_02413,2497,test,1582
2414,plan_02414,2498,train,4950
2415,plan_02415,2499,train,14198
2416,plan_02416,2500,train,13164
2417,plan_02417,2501,train,12745
2418,plan_02418,2502,train,1200
2419,plan_02419,2503,train,12113
2420,plan_02420,2504,train,14322
2421,plan_02421,2505,train,8562
2422,plan_02422,2506,test,1699
2423,plan_02423,2507,train,13440
2424,plan_02424,2510,train,11219
2425,plan_02425,2511,train,1341
2426,plan_02426,2512,train,8480
2427,plan_02427,2513,train,7174
2428,plan_02428,2514,train,4078
2429,plan_02429,2515,train,961
2430,plan_02430,2516,train,12069
2431,plan_02431,2517,train,5612
2432,plan_02432,2518,train,11139
2433,plan_02433,2519,test,1176
2434,plan_02434,2520,train,6346
2435,plan_02435,2521,train,12176
2436,plan_02436,2522,train,9642
2437,plan_02437,2523,train,13173
2438,plan_02438,2524,train,5006
2439,plan_02439,2525,train,7602
2440,plan_02440,2526,train,3271
2441,plan_02441,2527,train,11277
2442,plan_02442,2528,train,9810
2443,plan_02443,2529,train,530
2444,plan_02444,2530,train,12972
2445,plan_02445,2531,test,316
2446,plan_02446,2532,train,13670
2447,plan_02447,2533,train,2765
2448,plan_02448,2534,train,3814
2449,plan_02449,2535,train,2263
2450,plan_02450,2536,train,10127
2451,plan_02451,2547,train,4190
2452,plan_02452,2548,train,5553
2453,plan_02453,2549,train,4634
2454,plan_02454,2550,train,14218
2455,plan_02455,2551,train,438
2456,plan_02456,2552,train,14170
2457,plan_02457,2553,train,5445
2458,plan_02458,2554,train,3992
2459,plan_02459,2555,train,5677
2460,plan_02460,2556,test,2528
2461,plan_02461,2557,train,6539
2462,plan_02462,2558,train,13406
2463,plan_02463,2559,train,9497
2464,plan_02464,2560,train,166
2465,plan_02465,2561,test,1307
2466,plan_02466,2562,train,609
2467,plan_02467,2563,test,2118
2468,plan_02468,2564,train,9060
2469,plan_02469,2565,train,5309
2470,plan_02470,2566,train,1805
2471,plan_02471,2567,train,3425
2472,plan_02472,2568,train,9754
2473,plan_02473,2569,train,3295
2474,plan_02474,2570,train,8728
2475,plan_02475,2571,test,2245
2476,plan_02476,2572,train,11896
2477,plan_02477,2573,train,13930
2478,plan_02478,2574,train,7487
2479,plan_02479,2575,train,9014
2480,plan_02480,2576,train,8862
2481,plan_02481,2577,train,8602
2482,plan_02482,2578,test,1733
2483,plan_02483,2582,test,1988
2484,plan_02484,2583,test,838
2485,plan_02485,2584,train,11299
2486,plan_02486,2585,train,1096
2487,plan_02487,2586,train,12928
2488,plan_02488,2587,test,1607
2489,plan_02489,2588,train,7095
2490,plan_02490,2589,train,385
2491,plan_02491,2590,train,4878
2492,plan_02492,2591,train,1781
2493,plan_02493,2592,test,2547
2494,plan_02494,2593,train,2000
2495,plan_02495,2594,train,5026
2496,plan_02496,2595,train,13752
2497,plan_02497,2596,test,537
2498,plan_02498,2597,train,9550
2499,plan_02499,2598,test,378
2500,plan_02500,2599,train,565
2501,plan_02501,2600,train,12617
2502,plan_02502,2601,test,105
2503,plan_02503,2602,train,9243
2504,plan_02504,2603,train,9288
2505,plan_02505,2604,train,4354
2506,plan_02506,2605,test,1249
2507,plan_02507,2606,train,9957
2508,plan_02508,2607,train,6927
2509,plan_02509,2608,train,5060
2510,plan_02510,2609,train,13234
2511,plan_02511,2610,test,1559
2512,plan_02512,2611,train,2699
2513,plan_02513,2612,train,9668
2514,plan_02514,2613,train,11007
2515,plan_02515,2614,train,6934
2516,plan_02516,2615,train,5638
2517,plan_02517,2616,train,4280
2518,plan_02518,2617,train,6334
2519,plan_02519,2618,test,2304
2520,plan_02520,2619,train,6446
2521,plan_02521,2620,test,710
2522,plan_02522,2621,train,4021
2523,plan_02523,2622,train,3788
2524,plan_02524,2623,train,13237
2525,plan_02525,2624,train,4425
2526,plan_02526,2625,train,9196
2527,plan_02527,2626,train,13082
2528,plan_02528,2627,train,10875
2529,plan_02529,2628,train,6805
2530,plan_02530,2629,train,10431
2531,plan_02531,2630,train,4013
2532,plan_02532,2631,train,5551
2533,plan_02533,2632,train,5349
2534,plan_02534,2633,train,11024
2535,plan_02535,2634,test,236
2536,plan_02536,2635,train,5200
2537,plan_02537,2636,train,5460
2538,plan_02538,2637,train,1755
2539,plan_02539,2638,train,7806
2540,plan_02540,2639,train,12418
2541,plan_02541,2640,train,2519
2542,plan_02542,2641,train,10810
2543,plan_02543,2642,train,6899
2544,plan_02544,2643,train,11691
2545,plan_02545,2644,train,7061
2546,plan_02546,2645,train,2082
2547,plan_02547,2646,train,1829
2548,plan_02548,2647,train,9674
2549,plan_02549,2648,train,7817
2550,plan_02550,2649,test,1436
2551,plan_02551,2650,train,11457
2552,plan_02552,2651,train,13491
2553,plan_02553,2652,train,7470
2554,plan_02554,2653,test,1768
2555,plan_02555,2654,train,10375
2556,plan_02556,2655,test,1726
2557,plan_02557,2656,test,1727
2558,plan_02558,2657,test,2333
2559,plan_02559,2658,train,7039
2560,plan_02560,2659,train,6313
2561,plan_02561,2660,train,11791
2562,plan_02562,2661,train,9840
2563,plan_02563,2662,train,3080
2564,plan_02564,2663,train,9086
2565,plan_02565,2664,train,2722
2566,plan_02566,2665,train,1263
2567,plan_02567,2666,test,1709
2568,plan_02568,2667,train,4246
2569,plan_02569,2668,train,3623
2570,plan_02570,2669,train,4675
2571,plan_02571,2670,train,8748
2572,plan_02572,2671,train,1689
2573,plan_02573,2672,test,736
2574,plan_02574,2673,train,3178
2575,plan_02575,2674,train,5284
2576,plan_02576,2675,train,642
2577,plan_02577,2676,train,604
2578,plan_02578,2677,train,9752
2579,plan_02579,2678,train,3527
2580,plan_02580,2679,train,4052
2581,plan_02581,2680,train,252
2582,plan_02582,2681,train,11262
2583,plan_02583,2682,test,1513
2584,plan_02584,2683,train,12230
2585,plan_02585,2684,train,7829
2586,plan_02586,2685,train,6686
2587,plan_02587,2686,test,2054
2588,plan_02588,2687,train,3821
2589,plan_02589,2688,train,8810
2590,plan_02590,2689,train,8201
2591,plan_02591,2690,train,9786
2592,plan_02592,2691,train,1868
2593,plan_02593,2692,train,3301
2594,plan_02594,2693,train,4822
2595,plan_02595,2694,train,12544
2596,plan_02596,2695,train,8429
2597,plan_02597,2696,train,7981
2598,plan_02598,2697,train,8851
2599,plan_02599,2698,test,1314
2600,plan_02600,2699,test,235
2601,plan_02601,2700,train,4621
2602,plan_02602,2701,test,2231
2603,plan_02603,2702,train,12065
2604,plan_02604,2703,train,13047
2605,plan_02605,2704,test,2353
2606,plan_02606,2705,test,1005
2607,plan_02607,2706,train,10557
2608,plan_02608,2707,test,448
2609,plan_02609,2708,train,12402
2610,plan_02610,2709,train,1694
2611,plan_02611,2710,train,9751
2612,plan_02612,2711,train,8897
2613,plan_02613,2712,train,11608
2614,plan_02614,2713,train,6162
2615,plan_02615,2714,test,1581
2616,plan_02616,2715,train,10125
2617,plan_02617,2716,train,231
2618,plan_02618,2717,train,8767
2619,plan_02619,2718,train,7552
2620,plan_02620,2719,train,10666
2621,plan_02621,2722,train,12686
2622,plan_02622,2723,train,6507
2623,plan_02623,2724,train,4498
2624,plan_02624,2725,train,6337
2625,plan_02625,2726,train,10123
2626,plan_02626,2727,test,24
2627,plan_02627,2728,train,6194
2628,plan_02628,2729,test,1659
2629,plan_02629,2730,train,5574
2630,plan_02630,2731,train,2670
2631,plan_02631,2732,train,5321
2632,plan_02632,2733,train,5676
2633,plan_02633,2734,train,10275
2634,plan_02634,2735,train,12871
2635,plan_02635,2738,train,1834
2636,plan_02636,2739,train,2492
2637,plan_02637,2740,train,6978
2638,plan_02638,2741,train,1930
2639,plan_02639,2742,train,24
2640,plan_02640,2743,train,3780
2641,plan_02641,2744,train,2122
2642,plan_02642,2745,train,13763
2643,plan_02643,2746,train,8239
2644,plan_02644,2747,test,2512
2645,plan_02645,2748,train,2344
2646,plan_02646,2749,test,2021
2647,plan_02647,2750,test,111
2648,plan_02648,2751,test,493
2649,plan_02649,2752,train,3278
2650,plan_02650,2753,train,182
2651,plan_02651,2754,train,3867
2652,plan_02652,2755,train,2615
2653,plan_02653,2756,train,5577
2654,plan_02654,2757,train,13676
2655,plan_02655,2758,train,13136
2656,plan_02656,2759,train,7311
2657,plan_02657,2760,test,858
2658,plan_02658,2761,test,129
2659,plan_02659,2762,test,1265
2660,plan_02660,2763,train,9968
2661,plan_02661,2764,train,3679
2662,plan_02662,2765,train,10673
2663,plan_02663,2766,train,3010
2664,plan_02664,2767,train,6757
2665,plan_02665,2768,test,2334
2666,plan_02666,2769,train,9630
2667,plan_02667,2770,train,2599
2668,plan_02668,2771,train,11660
2669,plan_02669,2772,test,1428
2670,plan_02670,2773,train,12354
2671,plan_02671,2774,train,12719
2672,plan_02672,2775,train,2935
